nome,ano,escola,nota_semestre_1,nota_semestre_2,faltas,nota_exame,monitoria
Maria Ferreira,2,Pedro I,7.94,4.97,4,1.66,FALSE
Laura Alves,3,Pedro II,7.77,4.91,2,2.68,FALSE
Valentina Alves,3,Pedro I,4.53,5.32,30,8.44,TRUE
Miguel Silva,1,Francisto Chagas,8.58,8.2,21,0,TRUE
Miguel Pereira,2,Francisto Chagas,7.7,7.29,12,0,TRUE
Gael Rodrigues,2,Antonio Prado,3.42,2.48,29,3.16,FALSE
Samuel Souza,2,Antonio Prado,1.9,7.95,17,5.28,TRUE
Maria Oliveira,3,Carlos Santos,5.17,4.14,0,05.01,FALSE
Arthur Ribeiro,1,Gabriel Gomes,7.6,8.97,7,0,TRUE
Gael Rodrigues,2,Gabriel Gomes,8.56,2.31,16,6.21,FALSE
Arthur Oliveira,2,Pedro II,4.23,3.39,22,5.48,FALSE
Arthur Santos,3,Pedro I,2.66,4.96,12,8.21,TRUE
Helena Soares,3,Carlos Santos,1.18,0.02,7,4.43,FALSE
Alice Pereira,1,Carlos Santos,8.94,5.8,22,0,FALSE
Laura Maia,3,Francisto Chagas,8.15,0.11,29,5.68,TRUE
Valentina Gomes,2,Gabriel Gomes,2.16,3.25,27,3.68,TRUE
Alice Oliveira,2,Francisto Chagas,2.64,5.3,28,1.43,FALSE
Alice Ribeiro,1,Francisto Chagas,0.4,07.08,15,2.83,FALSE
Valentina Alves,2,Francisto Chagas,2.42,4.81,3,3.18,TRUE
Heloisa Maia,2,Pedro I,7.34,7.37,30,0,TRUE
Miguel Soares,3,Pedro I,0.15,4.63,26,07.03,FALSE
Alice Silva,3,Francisto Chagas,5.6,2.51,25,6.42,FALSE
Sophia Pereira,2,Gabriel Gomes,1.35,2.34,26,7.71,TRUE
Bernardo Silva,1,Pedro II,2.85,9.95,5,0.81,FALSE
Valentina Alves,1,Pedro I,1.43,4.74,11,5.2,TRUE
Alice Gomes,2,Antonio Prado,05.06,6.64,13,0.38,FALSE
Gabriel Souza,1,Carlos Santos,0.4,6.51,28,9.24,TRUE
Bernardo Alves,1,Gabriel Gomes,06.01,3.65,18,5.82,TRUE
Miguel Souza,1,Carlos Santos,9.54,7.36,15,0,FALSE
Bernardo Alves,1,Carlos Santos,2.18,02.04,9,3.89,TRUE
Heitor Pereira,3,Antonio Prado,6.34,5.56,23,2.44,FALSE
Laura Maia,2,Gabriel Gomes,7.46,2.43,0,3.9,TRUE
Valentina Pereira,2,Carlos Santos,01.05,6.15,21,2.8,FALSE
Theo Santos,3,Antonio Prado,8.14,9.28,28,0,TRUE
Laura Soares,1,Gabriel Gomes,2.22,6.41,29,03.03,FALSE
Gabriel Rodrigues,3,Pedro I,8.29,7.41,20,0,FALSE
Valentina Alves,1,Pedro II,1.41,4.0,16,4.63,TRUE
Gabriel Oliveira,1,Antonio Prado,8.46,2.99,2,8.86,TRUE
Samuel Martins,3,Antonio Prado,6.17,5.51,5,3.15,TRUE
Helena Martins,2,Carlos Santos,5.46,3.2,4,0.06,TRUE
Helena Oliveira,3,Carlos Santos,6.98,2.88,18,7.98,TRUE
Laura Ribeiro,1,Antonio Prado,05.03,06.07,12,3.18,FALSE
Sophia Ribeiro,3,Francisto Chagas,1.84,2.91,24,1.76,TRUE
Helena Rodrigues,1,Pedro I,5.37,5.46,7,7.26,FALSE
Valentina Alves,3,Francisto Chagas,09.04,1.81,12,6.11,TRUE
Samuel Souza,2,Francisto Chagas,3.89,6.17,10,06.05,FALSE
Maria Alves,1,Pedro I,3.95,8.91,3,4.92,FALSE
Alice Gomes,1,Antonio Prado,4.75,8.69,20,4.83,TRUE
Gabriel Santos,2,Francisto Chagas,2.48,3.81,3,9.62,FALSE
Davi Rodrigues,3,Gabriel Gomes,3.36,9.1,7,9.92,FALSE
Bernardo Silva,1,Gabriel Gomes,2.84,7.98,18,3.18,TRUE
Samuel Silva,1,Gabriel Gomes,5.25,9.77,12,0,TRUE
Laura Silva,1,Gabriel Gomes,9.52,4.22,1,5.66,TRUE
Alice Santos,3,Carlos Santos,6.27,5.68,24,1.85,FALSE
Samuel Souza,3,Antonio Prado,7.83,3.12,19,03.07,FALSE
Theo Martins,3,Francisto Chagas,0.44,0.12,0,9.73,TRUE
Gabriel Souza,2,Carlos Santos,8.37,5.1,19,2.7,TRUE
Arthur Maia,1,Pedro I,7.1,4.88,20,5.11,TRUE
Gabriel Pereira,3,Carlos Santos,07.09,0.23,23,2.23,TRUE
Gabriel Ferreira,1,Antonio Prado,01.06,0.05,11,7.78,FALSE
Maria Rodrigues,3,Gabriel Gomes,9.63,5.23,7,0,TRUE
Helena Souza,2,Gabriel Gomes,4.58,3.28,28,06.08,FALSE
Maria Alves,3,Carlos Santos,5.43,3.37,18,6.14,TRUE
Arthur Ribeiro,1,Francisto Chagas,5.1,2.35,24,04.06,TRUE
Theo Santos,3,Carlos Santos,0.86,2.57,6,3.23,TRUE
Miguel Gomes,1,Antonio Prado,2.75,0.37,0,0.74,FALSE
Sophia Silva,3,Francisto Chagas,7.59,6.16,7,1.27,FALSE
Samuel Ribeiro,3,Antonio Prado,0.49,8.63,15,1.89,FALSE
Laura Alves,3,Antonio Prado,9.0,2.32,23,1.44,FALSE
Samuel Alves,1,Francisto Chagas,0.55,6.25,21,07.01,TRUE
Helena Rodrigues,3,Pedro II,5.27,1.46,23,5.72,TRUE
Miguel Soares,2,Francisto Chagas,4.3,3.75,9,1.54,TRUE
Laura Alves,1,Pedro II,1.53,1.16,20,2.3,TRUE
Arthur Ferreira,1,Gabriel Gomes,06.07,4.75,10,6.76,TRUE
Heitor Alves,2,Carlos Santos,6.61,7.21,14,06.03,FALSE
Bernardo Silva,2,Pedro I,0.33,6.91,29,5.13,TRUE
Helena Oliveira,2,Carlos Santos,0.08,9.64,1,0.6,FALSE
Helena Pereira,3,Pedro I,1.78,6.98,21,6.37,TRUE
Samuel Souza,3,Francisto Chagas,03.07,9.0,13,03.06,TRUE
Maria Oliveira,1,Francisto Chagas,03.01,5.79,1,1.0,FALSE
Valentina Pereira,1,Francisto Chagas,02.08,7.51,26,3.73,TRUE
Helena Pereira,1,Pedro I,5.22,6.35,29,9.91,TRUE
Heitor Ribeiro,3,Carlos Santos,7.86,8.63,22,0,TRUE
Bernardo Santos,3,Pedro I,1.82,7.1,6,2.56,TRUE
Sophia Alves,3,Francisto Chagas,4.11,09.06,0,4.26,FALSE
Davi Santos,1,Carlos Santos,0.86,7.89,28,2.47,TRUE
Gabriel Pereira,2,Antonio Prado,5.63,1.15,28,6.17,TRUE
Theo Ferreira,2,Carlos Santos,3.74,05.05,29,9.58,FALSE
Maria Pereira,3,Carlos Santos,4.68,2.24,13,6.7,FALSE
Gael Alves,2,Pedro II,9.94,7.19,25,0,TRUE
Bernardo Ferreira,1,Gabriel Gomes,9.77,5.86,2,0,TRUE
Laura Alves,2,Francisto Chagas,1.67,9.38,12,7.46,TRUE
Valentina Ferreira,2,Pedro II,05.04,7.43,19,8.94,TRUE
Sophia Martins,3,Francisto Chagas,0.3,1.97,24,5.81,FALSE
Samuel Pereira,2,Pedro I,04.07,8.52,15,9.63,TRUE
Alice Silva,2,Pedro I,2.94,8.98,26,4.5,TRUE
Arthur Silva,2,Antonio Prado,4.85,6.18,17,2.27,TRUE
Heloisa Ferreira,2,Pedro II,2.86,3.95,23,8.81,FALSE
Valentina Alves,3,Francisto Chagas,3.89,4.88,30,9.47,TRUE
Valentina Soares,3,Carlos Santos,7.9,4.37,18,02.08,TRUE
Laura Ferreira,1,Gabriel Gomes,6.94,9.19,24,0,TRUE
Alice Souza,1,Francisto Chagas,8.48,8.76,26,0,TRUE
Valentina Ferreira,1,Carlos Santos,7.15,2.64,9,8.32,FALSE
Alice Soares,3,Gabriel Gomes,3.25,06.03,3,8.38,FALSE
Maria Ribeiro,2,Antonio Prado,2.75,0.33,19,1.44,TRUE
Maria Santos,1,Gabriel Gomes,3.54,4.86,29,7.52,FALSE
Valentina Rodrigues,2,Carlos Santos,3.24,8.72,4,3.68,TRUE
Gabriel Souza,3,Pedro II,6.71,4.99,15,1.23,FALSE
Heloisa Ribeiro,1,Gabriel Gomes,7.67,5.67,26,5.87,FALSE
Bernardo Soares,3,Pedro I,8.63,03.09,22,1.2,TRUE
Gabriel Pereira,2,Carlos Santos,10.0,1.7,20,0.98,FALSE
Laura Martins,1,Pedro I,1.45,4.35,25,8.39,FALSE
Gabriel Souza,2,Antonio Prado,4.9,2.35,9,6.63,TRUE
Maria Alves,3,Francisto Chagas,5.86,2.56,9,7.85,TRUE
Samuel Santos,2,Antonio Prado,7.25,4.4,23,7.93,TRUE
Theo Souza,2,Francisto Chagas,2.41,5.75,23,03.09,FALSE
Gael Martins,1,Carlos Santos,9.84,2.51,26,7.51,TRUE
Bernardo Alves,2,Antonio Prado,2.35,8.67,29,7.8,FALSE
Alice Souza,3,Pedro I,2.0,8.1,11,8.27,FALSE
Alice Souza,2,Francisto Chagas,8.93,4.42,16,08.03,TRUE
Theo Souza,3,Gabriel Gomes,8.89,4.22,13,6.37,TRUE
Samuel Maia,3,Francisto Chagas,02.06,3.67,29,5.26,FALSE
Heloisa Ribeiro,2,Pedro I,6.53,05.08,11,9.52,TRUE
Heloisa Maia,1,Pedro II,3.77,3.35,17,03.01,TRUE
Alice Pereira,2,Antonio Prado,2.33,2.3,11,9.63,FALSE
Samuel Martins,1,Francisto Chagas,5.88,02.02,6,0.83,FALSE
Valentina Ferreira,3,Gabriel Gomes,2.26,8.59,2,7.44,TRUE
Samuel Santos,3,Carlos Santos,6.41,6.56,25,0.33,FALSE
Alice Souza,3,Gabriel Gomes,8.78,09.08,20,0,TRUE
Sophia Silva,1,Carlos Santos,0.85,9.9,8,5.16,TRUE
Miguel Maia,3,Pedro I,5.99,4.7,25,0.94,FALSE
Helena Martins,1,Pedro I,5.46,2.32,7,4.16,TRUE
Samuel Pereira,3,Pedro I,5.36,03.07,19,9.63,FALSE
Davi Gomes,3,Antonio Prado,6.18,5.85,22,3.58,FALSE
Gabriel Ferreira,3,Francisto Chagas,1.9,1.36,17,9.43,TRUE
Heitor Gomes,2,Carlos Santos,2.43,4.76,20,7.15,TRUE
Theo Rodrigues,1,Carlos Santos,8.79,04.08,20,6.2,TRUE
Arthur Pereira,2,Gabriel Gomes,8.46,7.4,19,0,FALSE
Maria Alves,1,Francisto Chagas,1.75,07.05,25,9.83,TRUE
Maria Soares,3,Francisto Chagas,7.88,2.8,0,1.45,TRUE
Alice Alves,1,Francisto Chagas,4.35,9.43,14,5.42,TRUE
Sophia Soares,1,Pedro II,0.29,3.62,2,0.27,FALSE
Samuel Santos,1,Antonio Prado,4.49,3.85,3,07.09,FALSE
Samuel Rodrigues,3,Francisto Chagas,8.37,5.91,24,0,TRUE
Valentina Ferreira,2,Carlos Santos,2.87,2.62,8,9.57,FALSE
Laura Silva,1,Carlos Santos,0.43,1.74,1,04.03,FALSE
Alice Pereira,2,Francisto Chagas,7.11,0.42,28,06.01,FALSE
Bernardo Gomes,3,Carlos Santos,4.13,6.41,1,7.5,TRUE
Arthur Martins,1,Pedro II,0.27,0.37,16,3.59,FALSE
Maria Gomes,1,Carlos Santos,8.66,2.84,24,6.22,TRUE
Gabriel Ribeiro,2,Pedro II,0.29,0.08,25,2.69,TRUE
Helena Alves,2,Antonio Prado,01.04,3.44,0,5.75,FALSE
Laura Santos,3,Gabriel Gomes,8.77,0.58,5,9.57,FALSE
Laura Alves,3,Carlos Santos,3.54,5.36,2,3.6,TRUE
Bernardo Souza,1,Gabriel Gomes,2.36,9.54,12,4.28,FALSE
Laura Oliveira,1,Pedro II,1.16,2.98,21,8.94,FALSE
Gael Alves,3,Pedro I,5.49,2.25,5,7.26,TRUE
Laura Ferreira,3,Pedro II,6.17,4.21,25,1.74,FALSE
Bernardo Alves,1,Francisto Chagas,3.5,6.74,7,01.03,FALSE
Miguel Rodrigues,2,Gabriel Gomes,8.11,5.41,11,7.31,FALSE
Helena Alves,1,Pedro I,2.88,0.83,7,0.87,FALSE
Miguel Ribeiro,1,Pedro I,5.34,0.71,6,3.39,FALSE
Heitor Souza,2,Pedro II,07.05,07.05,19,0,TRUE
Maria Gomes,3,Gabriel Gomes,2.23,0.36,14,5.18,FALSE
Helena Oliveira,1,Pedro I,9.67,09.03,4,0,FALSE
Bernardo Santos,1,Carlos Santos,5.32,08.06,30,6.45,TRUE
Miguel Souza,2,Gabriel Gomes,2.1,8.68,10,0.11,TRUE
Gael Silva,3,Gabriel Gomes,08.03,1.49,11,3.25,TRUE
Valentina Maia,1,Pedro II,0.46,2.8,17,5.29,TRUE
Davi Souza,1,Pedro I,8.57,5.92,6,0,TRUE
Miguel Gomes,2,Carlos Santos,4.72,2.29,15,03.07,FALSE
Gabriel Pereira,2,Gabriel Gomes,7.76,9.29,17,0,FALSE
Bernardo Alves,1,Carlos Santos,9.49,4.17,4,2.7,TRUE
Sophia Souza,1,Antonio Prado,2.48,0.69,18,6.36,TRUE
Laura Martins,2,Francisto Chagas,5.78,0.75,30,9.93,FALSE
Gabriel Maia,3,Gabriel Gomes,08.04,7.43,17,0,TRUE
Sophia Silva,3,Carlos Santos,4.28,6.76,20,9.92,TRUE
Heloisa Rodrigues,3,Pedro II,6.83,9.32,27,0,FALSE
Bernardo Martins,1,Antonio Prado,1.61,6.92,14,6.44,FALSE
Gael Alves,3,Gabriel Gomes,1.19,4.23,18,2.35,FALSE
Arthur Alves,2,Pedro I,8.58,1.5,11,1.47,TRUE
Laura Ribeiro,1,Carlos Santos,8.21,4.62,0,09.07,TRUE
Bernardo Souza,1,Francisto Chagas,1.53,0.52,29,4.21,FALSE
Theo Soares,1,Carlos Santos,1.7,0.02,16,8.2,FALSE
Laura Martins,3,Carlos Santos,4.9,8.96,26,0.96,TRUE
Heloisa Ferreira,2,Francisto Chagas,7.9,03.03,3,7.53,TRUE
Bernardo Gomes,2,Carlos Santos,6.81,7.48,6,0,TRUE
Miguel Pereira,1,Pedro II,1.76,5.4,8,4.87,TRUE
Heloisa Maia,3,Antonio Prado,4.79,8.18,19,3.5,TRUE
Heitor Gomes,3,Carlos Santos,01.08,4.0,24,6.13,FALSE
Gabriel Ferreira,1,Carlos Santos,1.97,2.69,15,1.23,FALSE
Gael Martins,2,Pedro II,02.06,2.92,19,2.71,TRUE
Theo Alves,1,Pedro I,1.77,0.36,26,4.51,TRUE
Gabriel Maia,2,Carlos Santos,4.2,5.65,4,3.24,FALSE
Heitor Ribeiro,1,Carlos Santos,4.86,2.82,15,8.6,FALSE
Samuel Rodrigues,3,Pedro II,7.4,7.0,11,0,TRUE
Heitor Rodrigues,3,Pedro II,9.21,9.84,9,0,FALSE
Heitor Oliveira,3,Pedro II,04.03,3.7,18,5.14,TRUE
Bernardo Maia,1,Pedro II,0.76,6.93,25,4.55,TRUE
Alice Pereira,1,Pedro II,4.82,9.57,7,0,FALSE
Sophia Souza,3,Antonio Prado,04.06,2.73,28,3.69,TRUE
Samuel Ribeiro,2,Carlos Santos,8.65,0.21,28,8.81,FALSE
Davi Gomes,2,Francisto Chagas,5.54,4.32,4,5.67,TRUE
Valentina Gomes,3,Pedro II,9.71,9.6,16,0,TRUE
Gael Santos,3,Francisto Chagas,2.98,6.61,27,0.77,FALSE
Miguel Oliveira,2,Pedro I,0.38,9.62,28,3.18,FALSE
Bernardo Souza,3,Gabriel Gomes,7.23,6.68,14,5.46,TRUE
Alice Ribeiro,2,Antonio Prado,8.71,03.02,14,2.52,FALSE
Gabriel Pereira,2,Gabriel Gomes,4.29,5.23,26,8.7,TRUE
Helena Alves,2,Pedro I,1.99,02.08,27,0.3,FALSE
Samuel Souza,2,Carlos Santos,3.18,2.5,19,2.85,TRUE
Miguel Santos,2,Carlos Santos,3.5,7.71,3,2.48,FALSE
Gael Martins,3,Francisto Chagas,5.24,2.21,16,3.34,FALSE
Samuel Gomes,1,Francisto Chagas,7.68,5.18,25,9.3,FALSE
Maria Martins,1,Pedro II,6.93,01.03,11,1.37,TRUE
Miguel Alves,1,Pedro I,2.25,04.09,25,9.92,FALSE
Alice Alves,1,Pedro II,0.6,1.48,27,2.22,FALSE
Sophia Alves,1,Carlos Santos,2.84,6.96,4,4.97,FALSE
Heloisa Soares,2,Francisto Chagas,2.67,05.08,6,2.71,FALSE
Gabriel Pereira,3,Gabriel Gomes,5.23,8.31,28,03.06,FALSE
Theo Santos,1,Francisto Chagas,4.78,2.71,28,6.29,TRUE
Heitor Santos,3,Gabriel Gomes,8.28,7.96,20,0,TRUE
Miguel Santos,1,Antonio Prado,8.4,2.67,25,4.25,TRUE
Alice Pereira,3,Gabriel Gomes,6.61,9.43,14,0,FALSE
Alice Souza,2,Carlos Santos,7.25,6.85,20,0,FALSE
Maria Souza,2,Francisto Chagas,6.37,6.38,20,06.08,TRUE
Theo Gomes,3,Antonio Prado,9.76,9.32,20,0,TRUE
Alice Gomes,2,Francisto Chagas,9.17,6.1,22,0,FALSE
Laura Rodrigues,1,Pedro I,9.65,7.58,13,0,TRUE
Miguel Souza,3,Carlos Santos,9.28,0.26,9,05.05,TRUE
Heloisa Soares,2,Gabriel Gomes,08.02,2.0,12,8.83,FALSE
Davi Martins,3,Francisto Chagas,3.2,07.09,3,9.19,FALSE
Maria Souza,3,Francisto Chagas,3.72,6.18,21,7.49,TRUE
Maria Souza,2,Pedro II,2.25,9.91,13,9.16,FALSE
Heloisa Ferreira,3,Antonio Prado,7.46,7.26,27,0,FALSE
Davi Soares,1,Carlos Santos,3.19,6.82,2,4.6,TRUE
Miguel Maia,2,Francisto Chagas,3.66,07.01,17,2.98,FALSE
Valentina Silva,2,Pedro II,9.42,2.23,30,0.52,FALSE
Valentina Rodrigues,3,Pedro I,6.1,3.65,10,4.8,TRUE
Heloisa Rodrigues,1,Pedro II,2.45,8.28,25,7.16,FALSE
Laura Maia,3,Francisto Chagas,3.91,6.46,2,3.51,TRUE
Valentina Alves,2,Antonio Prado,9.53,09.06,17,0,FALSE
Helena Soares,3,Pedro II,6.25,2.5,8,9.25,FALSE
Gabriel Silva,3,Pedro II,0.77,1.29,9,2.72,TRUE
Miguel Ferreira,3,Carlos Santos,3.35,3.81,0,4.79,FALSE
Laura Gomes,2,Francisto Chagas,6.73,5.66,12,0.82,TRUE
Heloisa Gomes,3,Antonio Prado,9.95,2.46,16,8.96,FALSE
Miguel Soares,3,Pedro I,3.96,3.96,9,8.36,FALSE
Helena Soares,3,Francisto Chagas,7.93,6.16,0,0,FALSE
Valentina Pereira,3,Francisto Chagas,0.94,6.94,3,5.24,FALSE
Gael Alves,2,Francisto Chagas,7.84,9.88,19,0,FALSE
Heitor Ferreira,3,Pedro I,4.38,5.78,28,6.74,FALSE
Sophia Souza,1,Pedro II,4.17,8.85,16,6.83,FALSE
Heitor Pereira,1,Francisto Chagas,6.18,2.54,28,07.05,TRUE
Valentina Alves,2,Antonio Prado,5.68,06.03,0,4.98,TRUE
Samuel Souza,3,Gabriel Gomes,6.69,4.44,27,8.24,FALSE
Bernardo Ribeiro,1,Carlos Santos,4.66,7.2,19,4.31,FALSE
Arthur Rodrigues,1,Carlos Santos,9.43,7.53,0,0,TRUE
Gael Oliveira,2,Francisto Chagas,4.3,4.5,0,9.29,TRUE
Davi Alves,3,Pedro I,7.4,2.79,1,2.13,TRUE
Bernardo Alves,1,Antonio Prado,4.26,7.35,16,6.33,TRUE
Sophia Ferreira,2,Gabriel Gomes,0.92,1.45,22,9.16,TRUE
Alice Ferreira,3,Antonio Prado,9.33,7.1,11,0,FALSE
Miguel Alves,2,Pedro I,1.87,05.09,18,6.4,FALSE
Laura Alves,3,Pedro I,8.16,4.41,20,1.96,TRUE
Heitor Maia,1,Pedro I,5.91,6.21,2,06.01,TRUE
Valentina Maia,2,Carlos Santos,4.27,3.72,19,1.69,FALSE
Bernardo Soares,3,Pedro II,7.86,7.98,0,0,FALSE
Heitor Rodrigues,1,Carlos Santos,0.53,7.11,4,8.65,TRUE
Davi Rodrigues,3,Pedro II,7.14,5.21,27,9.76,FALSE
Valentina Maia,1,Antonio Prado,04.09,7.35,1,7.75,FALSE
Arthur Rodrigues,3,Antonio Prado,7.67,0.58,18,8.71,TRUE
Davi Ribeiro,3,Pedro II,7.29,2.77,15,5.97,FALSE
Davi Oliveira,3,Francisto Chagas,2.39,0.47,6,2.69,TRUE
Maria Alves,3,Pedro II,8.32,1.84,18,2.21,FALSE
Bernardo Ribeiro,3,Gabriel Gomes,5.67,1.57,14,06.07,TRUE
Sophia Gomes,1,Gabriel Gomes,01.06,1.79,2,2.89,FALSE
Davi Pereira,2,Gabriel Gomes,3.82,6.48,22,8.92,FALSE
Maria Ribeiro,2,Antonio Prado,7.5,4.68,2,7.75,FALSE
Heloisa Martins,3,Antonio Prado,3.86,0.02,0,0.11,FALSE
Alice Rodrigues,2,Pedro I,2.96,7.6,2,8.33,FALSE
Bernardo Gomes,2,Pedro I,0.7,4.74,11,8.45,TRUE
Alice Souza,3,Pedro II,7.9,7.44,24,0,FALSE
Valentina Pereira,3,Pedro I,6.52,7.49,30,0,FALSE
Heitor Ferreira,3,Antonio Prado,3.29,5.66,12,9.28,TRUE
Samuel Souza,1,Pedro II,02.01,9.49,16,08.07,TRUE
Bernardo Alves,3,Gabriel Gomes,1.87,1.6,5,9.77,FALSE
Arthur Gomes,2,Pedro II,04.06,4.64,13,5.61,TRUE
Miguel Souza,1,Antonio Prado,2.47,06.07,6,3.71,TRUE
Theo Alves,1,Antonio Prado,5.5,5.93,19,3.8,FALSE
Bernardo Gomes,2,Francisto Chagas,5.6,1.35,12,4.95,FALSE
Samuel Ferreira,1,Gabriel Gomes,9.99,3.71,13,9.69,TRUE
Samuel Rodrigues,3,Gabriel Gomes,4.29,2.81,21,8.99,TRUE
Arthur Pereira,1,Pedro II,1.97,5.87,6,5.25,FALSE
Maria Silva,2,Pedro I,8.18,09.07,19,0,TRUE
Miguel Santos,2,Antonio Prado,4.93,02.01,2,2.47,TRUE
Samuel Pereira,2,Carlos Santos,0.02,3.8,21,5.73,FALSE
Laura Gomes,1,Pedro I,1.8,3.77,9,08.05,TRUE
Alice Ribeiro,2,Francisto Chagas,7.29,4.52,17,0.53,TRUE
Gabriel Ferreira,3,Pedro I,9.2,5.99,18,0,FALSE
Arthur Souza,3,Antonio Prado,7.39,2.44,18,6.79,TRUE
Gael Ribeiro,3,Francisto Chagas,3.27,8.39,14,4.64,TRUE
Davi Rodrigues,3,Pedro I,2.55,7.18,9,2.15,TRUE
Valentina Pereira,1,Antonio Prado,2.91,0.7,12,9.42,FALSE
Gabriel Soares,2,Antonio Prado,5.49,3.75,30,9.55,TRUE
Bernardo Martins,3,Carlos Santos,6.2,7.5,8,2.72,TRUE
Alice Alves,1,Carlos Santos,0.98,4.51,28,6.51,FALSE
Theo Alves,3,Carlos Santos,8.88,3.61,20,2.44,TRUE
Heloisa Santos,3,Gabriel Gomes,0.31,1.85,5,4.47,TRUE
Gael Alves,3,Pedro I,9.63,2.4,17,3.17,FALSE
Gael Souza,2,Pedro I,7.56,07.06,7,0,FALSE
Gabriel Maia,2,Pedro I,0.69,6.58,6,8.83,TRUE
Samuel Santos,2,Pedro II,8.55,0.54,7,9.53,FALSE
Maria Rodrigues,2,Francisto Chagas,0.61,8.55,7,0.66,FALSE
Davi Soares,1,Francisto Chagas,1.46,1.84,13,9.43,FALSE
Samuel Ferreira,3,Antonio Prado,06.09,4.77,10,8.75,TRUE
Heitor Ferreira,3,Pedro II,1.59,7.84,2,4.13,TRUE
Gabriel Rodrigues,3,Pedro II,2.64,5.24,21,7.55,FALSE
Samuel Ribeiro,2,Carlos Santos,7.92,3.35,15,9.43,FALSE
Laura Souza,2,Carlos Santos,09.06,8.49,28,0,FALSE
Gabriel Ribeiro,2,Antonio Prado,09.03,3.51,16,1.67,FALSE
Alice Ribeiro,3,Carlos Santos,3.24,8.25,28,1.13,TRUE
Alice Ferreira,3,Carlos Santos,0.22,2.22,12,0.27,FALSE
Heloisa Ferreira,1,Francisto Chagas,3.96,4.8,17,7.94,TRUE
Helena Souza,3,Pedro I,6.19,7.85,8,0,FALSE
Bernardo Oliveira,3,Pedro I,03.02,8.17,23,4.31,FALSE
Davi Alves,2,Carlos Santos,7.18,0.04,22,1.97,TRUE
Alice Soares,3,Gabriel Gomes,9.66,6.38,28,0,TRUE
Alice Ribeiro,2,Carlos Santos,2.87,4.6,9,8.76,FALSE
Theo Martins,2,Carlos Santos,0.53,6.38,21,0.34,TRUE
Davi Martins,2,Carlos Santos,5.84,8.4,19,0,FALSE
Maria Oliveira,1,Carlos Santos,1.43,07.02,27,6.74,FALSE
Gabriel Santos,2,Pedro II,5.89,2.82,26,0.73,FALSE
Helena Oliveira,1,Carlos Santos,4.19,7.0,7,7.88,TRUE
Gael Ferreira,2,Pedro II,5.65,0.81,27,3.66,TRUE
Theo Ferreira,1,Carlos Santos,2.87,1.72,19,0.49,FALSE
Heitor Maia,2,Carlos Santos,2.62,6.95,8,6.96,FALSE
Gael Silva,3,Antonio Prado,4.58,7.16,8,5.22,FALSE
Samuel Alves,1,Carlos Santos,0.85,3.57,25,5.54,FALSE
Arthur Ribeiro,1,Antonio Prado,5.95,9.7,8,0,FALSE
Arthur Maia,2,Francisto Chagas,0.23,01.05,17,7.68,FALSE
Helena Martins,1,Pedro II,5.87,1.22,11,8.76,TRUE
Theo Martins,2,Antonio Prado,1.25,8.78,23,7.82,FALSE
Heitor Rodrigues,2,Carlos Santos,3.52,1.45,26,8.2,FALSE
Valentina Souza,1,Pedro I,1.13,2.49,7,5.51,FALSE
Gabriel Alves,3,Gabriel Gomes,3.75,06.01,10,0.21,TRUE
Arthur Rodrigues,1,Antonio Prado,6.43,6.97,26,9.15,FALSE
Theo Pereira,2,Carlos Santos,3.76,8.83,21,02.01,TRUE
Gabriel Rodrigues,3,Antonio Prado,1.45,4.78,5,9.32,FALSE
Theo Pereira,1,Antonio Prado,7.33,6.16,2,1.16,FALSE
Gabriel Ribeiro,3,Antonio Prado,08.05,08.03,15,0,FALSE
Theo Oliveira,3,Pedro I,7.6,4.87,21,7.1,FALSE
Samuel Souza,1,Antonio Prado,9.41,2.42,17,6.32,FALSE
Davi Oliveira,1,Antonio Prado,1.13,6.89,2,9.12,FALSE
Miguel Pereira,2,Pedro II,0.62,8.23,16,0.11,FALSE
Valentina Gomes,1,Gabriel Gomes,03.08,7.56,3,5.71,FALSE
Laura Ribeiro,1,Pedro II,6.42,4.98,16,7.75,FALSE
Sophia Alves,3,Francisto Chagas,7.41,6.63,27,0,FALSE
Arthur Gomes,2,Pedro I,9.0,5.63,27,0,FALSE
Maria Santos,2,Antonio Prado,4.62,04.07,30,3.52,FALSE
Valentina Martins,2,Pedro II,04.09,1.26,9,2.94,FALSE
Valentina Souza,1,Pedro I,8.9,5.43,8,0,TRUE
Helena Alves,1,Antonio Prado,0.24,0.34,16,09.04,FALSE
Laura Pereira,2,Antonio Prado,7.22,5.53,6,2.24,FALSE
Heloisa Santos,3,Pedro II,5.87,6.68,15,8.26,FALSE
Gael Alves,3,Pedro II,2.32,1.51,14,9.33,FALSE
Heloisa Gomes,1,Francisto Chagas,8.46,1.96,21,3.75,FALSE
Samuel Santos,3,Gabriel Gomes,9.33,4.48,7,8.22,TRUE
Maria Alves,1,Antonio Prado,0.47,8.3,20,6.64,TRUE
Alice Rodrigues,3,Carlos Santos,2.12,02.08,8,2.8,FALSE
Alice Martins,1,Antonio Prado,3.67,1.84,28,1.5,FALSE
Heitor Ribeiro,3,Pedro II,7.11,5.31,15,3.22,TRUE
Laura Ribeiro,3,Francisto Chagas,8.36,0.87,23,5.49,TRUE
Heitor Pereira,2,Gabriel Gomes,6.73,7.56,30,0,FALSE
